NO OF CNTRS,Container Type,Port of Destination,Dispatch Qty,TRANSIT TIME AS PER  RFQ,SELECTION OF SH.LINE,Stuffing remarks,Act POL,Shipping line,Dev Cost,Country,Sector
1,40HC,Santos,"22,263.39",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,297.38",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Acajutla,"21,452.44",41,L3,STUFFED,NHAVASHEVA,MSC,425,El Salvador,REDSEA ME ISC
1,40HC,Charleston,"21,433.81",,L5,STUFFED,NHAVASHEVA,MAERSK,563.63,USA,REDSEA ME ISC
1,40HC,Casablanca,"21,900.65",32,L3,STUFFED,ADANI,MAERSK,217,Morocco,REDSEA ME ISC
1,40HC,Casablanca,"21,896.75",32,L3,STUFFED,ADANI,MAERSK,217,Morocco,REDSEA ME ISC
1,40HC,Santos,"21,759.81",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,761.62",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,739.71",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,744.40",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,438.22",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,40HC,Barcelona,"21,962.87",,L2,STUFFED,ADANI,MSC,0.3,Spain,REDSEA ME ISC
1,40HC,Santos,"21,807.43",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,885.71",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Charleston,"21,736.36",36,L2,STUFFED,ADANI,MAERSK,132.43,USA,REDSEA ME ISC
1,40HC,Charleston,"21,795.43",36,L2,STUFFED,ADANI,MAERSK,132.43,USA,REDSEA ME ISC
,,,,,,,,,,,
,,,,,,,,,,,
1,40HC,Gemlik,"22,284.14",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,324.20",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,487.01",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Charleston,"21,293.26",,L5,STUFFED,NHAVASHEVA,MAERSK,563.63,USA,REDSEA ME ISC
1,40HC,Santos,"22,332.17",,L3,STUFFED,NHAVASHEVA,MAERSK,419.97,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,329.59",,L3,STUFFED,NHAVASHEVA,MAERSK,419.97,Brazil,REDSEA ME ISC
,,,,,,,,,,,
,,,,,,,,,,,
1,40HC,Jakarta,"21,961.21",16,L3,STUFFED,NHAVASHEVA,HAPAG,450,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,834.31",16,L3,STUFFED,NHAVASHEVA,HAPAG,450,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,975.81",16,L3,STUFFED,NHAVASHEVA,HAPAG,450,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"22,053.21",16,L3,STUFFED,NHAVASHEVA,HAPAG,450,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,927.95",16,L3,STUFFED,NHAVASHEVA,HAPAG,450,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"22,021.03",16,L3,STUFFED,NHAVASHEVA,HAPAG,450,Indonesia,REDSEA ME ISC
1,40HC,Santos,"22,312.33",,L3,STUFFED,NHAVASHEVA,MAERSK,419.97,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,863.74",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,825.29",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,911.62",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,890.95",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,876.24",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,928",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,863.30",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,866.56",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,852.63",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,835.24",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,980.63",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,775.33",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,807.53",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,806.21",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,792.39",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,662.21",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Charleston,"21,326.03",36,L2,STUFFED,ADANI,MAERSK,132.43,USA,REDSEA ME ISC
1,40HC,Charleston,"22,458.70",36,L2,STUFFED,ADANI,MAERSK,132.43,USA,REDSEA ME ISC
1,40HC,Charleston,"22,466.53",,L5,STUFFED,NHAVASHEVA,MAERSK,563.63,USA,REDSEA ME ISC
1,40HC,Charleston,"22,441.47",36,L2,STUFFED,ADANI,MAERSK,132.43,USA,REDSEA ME ISC
1,40HC,Alexandria,"21,946.11",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"21,899.08",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,288.84",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,288.30",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,334.76",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,398.06",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Santos,"21,690.79",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,745.75",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,083.18",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,971.63",,L3,STUFFED,NHAVASHEVA,MAERSK,419.97,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,059.41",,L3,STUFFED,NHAVASHEVA,MAERSK,419.97,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,028.08",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,070.85",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Alexandria,"21,953.39",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"21,972.06",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"21,957.67",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"21,978.85",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"21,977.37",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"21,968.04",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"21,985.60",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"21,955.06",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"21,767.38",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,080.50",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,068.69",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,084.52",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,013.87",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,099.53",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Barcelona,"19,665.54",,L2,STUFFED,ADANI,MSC,0.3,Spain,REDSEA ME ISC
0.5,40HC,Paranagua,"11,210.91",,L2,STUFFED,ADANI,MAERSK,5.39,Brazil,REDSEA ME ISC
0.5,40HC,Paranagua,"11,246.82",,L2,STUFFED,ADANI,MAERSK,5.39,Brazil,REDSEA ME ISC
1,40HC,Paranagua,"21,719.01",,L2,STUFFED,ADANI,MAERSK,5.39,Brazil,REDSEA ME ISC
1,40HC,Gemlik,"22,436.11",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,332.92",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,332.88",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,416.39",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Casablanca,"21,560.38",32,L3,STUFFED,ADANI,MAERSK,217,Morocco,REDSEA ME ISC
1,40HC,Casablanca,"21,551.31",32,L3,STUFFED,ADANI,MAERSK,217,Morocco,REDSEA ME ISC
1,40HC,Casablanca,"21,510.33",32,L3,STUFFED,ADANI,MAERSK,217,Morocco,REDSEA ME ISC
1,40HC,Casablanca,"21,536.25",32,L3,STUFFED,ADANI,MAERSK,217,Morocco,REDSEA ME ISC
1,40HC,Jakarta,"21,677.34",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,677.97",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,675.03",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,976.49",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,928.14",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,816.06",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,967.76",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,915.58",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,973.59",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,957.81",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,886.08",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,944.78",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,991.77",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,975.63",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,844.58",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,996.02",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,891.22",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,878.57",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,795.94",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"21,878.93",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"22,083.51",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"22,100.49",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"22,000.13",29,L3,STUFFED,ADANI,HAPAG,131,Indonesia,REDSEA ME ISC
1,40HC,Jakarta,"22,006.38",16,L4,STUFFED,ADANI,HAPAG,159,Indonesia,REDSEA ME ISC
1,40HC,Sokhna,"22,158.96",,L2,STUFFED,ADANI,MAERSK,78.18,Egypt,REDSEA ME ISC
1,40HC,Sokhna,"22,088.18",,L2,STUFFED,ADANI,MAERSK,78.18,Egypt,REDSEA ME ISC
1,40HC,Sokhna,"22,107.83",,L2,STUFFED,ADANI,MAERSK,78.18,Egypt,REDSEA ME ISC
1,40HC,Sokhna,"22,141.02",,L2,STUFFED,ADANI,MAERSK,78.18,Egypt,REDSEA ME ISC
1,40HC,Sokhna,"22,189.05",,L2,STUFFED,ADANI,MAERSK,78.18,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,191.07",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,123.95",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,085.98",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Alexandria,"22,080.80",,L2,STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Charleston,"22,225.07",,L5,STUFFED,NHAVASHEVA,MAERSK,563.63,USA,REDSEA ME ISC
1,40HC,Norfolk,"20,599.67",,L2,STUFFED,ADANI,MAERSK,12.18,USA,REDSEA ME ISC
1,40HC,Iskenderun,"22,230.24",35,L2,STUFFED,ADANI,HAPAG,6.73,Turkey,REDSEA ME ISC
1,40HC,Iskenderun,"22,237.05",35,L2,STUFFED,ADANI,HAPAG,6.73,Turkey,REDSEA ME ISC
1,40HC,Iskenderun,"22,140.90",35,L2,STUFFED,ADANI,HAPAG,6.73,Turkey,REDSEA ME ISC
1,40HC,Iskenderun,"22,250.41",35,L2,STUFFED,ADANI,HAPAG,6.73,Turkey,REDSEA ME ISC
1,40HC,Iskenderun,"21,654.16",35,L2,STUFFED,ADANI,HAPAG,6.73,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,057.05",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,050.34",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"21,997.78",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,209.18",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,226.55",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,210.72",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,212.30",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,219.51",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"21,381.22",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"21,372.56",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"21,325.39",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"21,320.42",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"21,339.59",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"21,315.65",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"21,362.43",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,472.84",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,395.97",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,351.35",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,310.18",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Gemlik,"22,371.14",,L3,STUFFED,ADANI,HAPAG,44.07,Turkey,REDSEA ME ISC
1,40HC,Alexandria,,,L2,NOT STUFFED,ADANI,MAERSK,78,Egypt,REDSEA ME ISC
1,40HC,Tanjung Priok,,,L16,NOT STUFFED,JNPT,CMA /APL,456.53,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,865.17",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,860.76",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,888.26",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,860.47",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,890.59",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,865.98",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,849.71",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,886.75",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,866.85",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Chittagong ,"24,897.25",35,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,766.13",35,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,664.53",35,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,899.93",35,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,680.88",35,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,540.32",35,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,633.13",35,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,665.67",35,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,799.10",35,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,740.05",35,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,805.96",35,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Alexandria,"24,790.90",22,L2,STUFFED,ADANI,MAERSK,66,EGYPT,REDSEA ME ISC
1,40HC,Alexandria,"24,779.16",22,L2,STUFFED,ADANI,MAERSK,66,EGYPT,REDSEA ME ISC
1,40HC,Alexandria,"24,768.16",22,L2,STUFFED,ADANI,MAERSK,66,EGYPT,REDSEA ME ISC
1,40HC,Chittagong ,"24,947.99",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,630.77",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,648.06",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,686.25",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,658.25",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,929.39",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,647.96",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,874.83",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,891.03",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,988.82",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,653.61",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong ,"24,945.57",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,650.15",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,626.48",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,980.82",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,864.72",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Semarang,"24,865.22",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,655.49",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,877.30",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,908.67",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,861.20",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,878.60",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,467.01",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,852.35",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Hamburg,"24,860.60",28,L2,STUFFED,MUNDRA,MSC,66.46,GERMANY,REDSEA ME ISC
1,40HC,Hamburg,"24,713.80",28,L2,STUFFED,MUNDRA,MSC,66.46,GERMANY,REDSEA ME ISC
1,40HC,Alexandria,"24,814.67",22,L2,STUFFED,ADANI,MAERSK,66,EGYPT,REDSEA ME ISC
1,40HC,Chittagong,"24,699.28",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,911.34",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Semarang,"24,924.28",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,900.38",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,845.85",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,921.99",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,869.37",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Semarang,"24,886.10",18,L2,STUFFED,ADANI,EMIRATES,142,Indonesia,REDSEA ME ISC
1,40HC,Chittagong,"24,756.39",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,783.60",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,788.32",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Veracruz,"24,737.44",41,L2,STUFFED,ADANI,MAERSK,183,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,"24,045.96",41,L2,STUFFED,ADANI,MAERSK,183,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,"24,362.74",41,L2,STUFFED,ADANI,MAERSK,183,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,"24,737.59",41,L2,STUFFED,ADANI,MAERSK,183,MEXICO,REDSEA ME ISC
1,40HC,Alexandria,"20,716.10",22,L2,STUFFED,ADANI,MAERSK,66,EGYPT,REDSEA ME ISC
1,40HC,Alexandria,"23,928.39",22,L2,STUFFED,ADANI,MAERSK,66,EGYPT,REDSEA ME ISC
1,40HC,Alexandria,"23,567.23",22,L2,STUFFED,ADANI,MAERSK,66,EGYPT,REDSEA ME ISC
1,40HC,Alexandria,"24,918.99",22,L2,STUFFED,ADANI,MAERSK,66,EGYPT,REDSEA ME ISC
1,40HC,Chittagong,"24,778.11",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,732.71",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,654.75",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,736.99",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,760.61",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,754.98",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,744.85",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,808.75",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,754.74",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
1,40HC,Chittagong,"24,821.93",36,L2,STUFFED,ADANI,MAERSK,35,BANGLADESH,REDSEA ME ISC
